RepRapFirmware height map file v2 generated at 2020-06-05 21:56, mean error 0.553, deviation 0.318
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
20.00,200.00,5.00,105.00,-1.00,40.00,40.00,5,3
  0.858,  0.929,  0.919,  0.961,  0.907
  0.594,  0.636,  0.649,  0.579,  0.531
  0.066,  0.137,  0.174,  0.185,  0.170
